nu_cnes,nu_ine,quadrimestre,distrito,distrito_desc,no_unidade_saude,no_equipe,realizado_1,previsto_1,realizado_2,previsto_2,realizado_3,previsto_3,realizado_4,previsto_4,realizado_5,previsto_5,realizado_6,previsto_6,realizado_7,previsto_7
3153479,0000155136,2023.3,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,JORDAO BAIXO - 2,1.0,1.0,0.0,0.0,3.0,3.0,47.0,382.0,14.0,174.0,2.0,2.0,88.0,304.0
3153460,0000155071,2024.1,DS 8,Distrito Sanitário VIII,Us 298 Usf Jordao Alto,JORDAO ALTO - 2,10.0,10.0,12.0,12.0,7.0,7.0,73.0,645.0,22.0,219.0,2.0,16.0,73.0,268.0
0022403,0000153966,2024.1,DS 5,Distrito Sanitário V,Us 238 Usf Iraque,IRAQUE 2 RUA DO RIO,9.0,9.0,10.0,10.0,14.0,14.0,110.0,544.0,14.0,170.0,2.0,5.0,130.0,427.0
0029041,0002039079,2023.3,DS 8,Distrito Sanitário VIII,Us 281 Usf Vila dos Milagres,VILA DOS MILAGRES - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6334067,0000156000,2023.3,DS 7,Distrito Sanitário VII,Us 350 Usf Corrego do Eucalipto,CORREGO DO EUCALIPTO I,13.0,13.0,13.0,13.0,12.0,12.0,98.0,482.0,11.0,162.0,6.0,16.0,156.0,474.0
3153479,0000155101,2023.3,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,JORDAO BAIXO - 3,2.0,2.0,1.0,1.0,1.0,1.0,75.0,464.0,22.0,173.0,0.0,2.0,48.0,300.0
0022403,0000153974,2024.1,DS 5,Distrito Sanitário V,Us 238 Usf Iraque,IRAQUE I IRAQUE,1.0,1.0,3.0,3.0,4.0,4.0,97.0,562.0,39.0,210.0,3.0,6.0,107.0,412.0
2752824,0001840037,2023.3,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,SBM1 PAZ E AMOR - EQUIPE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153479,0001846957,2023.3,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,SBM1 JORDAO BAIXO - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6334067,0000156019,2023.3,DS 7,Distrito Sanitário VII,Us 350 Usf Corrego do Eucalipto,CORREGO DO EUCALIPTO II,15.0,15.0,17.0,17.0,15.0,15.0,141.0,493.0,27.0,186.0,7.0,13.0,187.0,496.0
6362508,0000156051,2023.3,DS 7,Distrito Sanitário VII,Us 352 Usf Upinha 24h Dr Helio Mendonca Cor do Jenipapo,CORREGO JENIPAPO I,5.0,5.0,4.0,4.0,7.0,7.0,113.0,793.0,18.0,334.0,3.0,7.0,146.0,335.0
0026379,0000154377,2024.1,DS 6,Distrito Sanitário VI,Us 269 Usf Beira do Rio Comunidade Boa Viagem,BEIRA RIO ( MATA SETE ) EQ. I,3.0,3.0,3.0,3.0,6.0,6.0,112.0,449.0,34.0,154.0,7.0,13.0,126.0,326.0
6362508,0000156043,2023.3,DS 7,Distrito Sanitário VII,Us 352 Usf Upinha 24h Dr Helio Mendonca Cor do Jenipapo,CORREGO JENIPAPO II,9.0,9.0,2.0,2.0,11.0,11.0,197.0,783.0,21.0,282.0,2.0,3.0,239.0,478.0
7415788,0001509047,2023.3,DS 7,Distrito Sanitário VII,Us 394 Usf Upinha 24h Dr Moacyr Andre Gomes,EQUIPE II - MORRO DA CONCEICAO,2.0,2.0,4.0,4.0,5.0,5.0,94.0,750.0,24.0,260.0,1.0,4.0,168.0,416.0
7415788,0001509012,2023.3,DS 7,Distrito Sanitário VII,Us 394 Usf Upinha 24h Dr Moacyr Andre Gomes,EQUIPE III - VASCO DA GAMA,9.0,9.0,11.0,11.0,10.0,10.0,166.0,939.0,30.0,294.0,1.0,5.0,193.0,470.0
7415788,0001509101,2023.3,DS 7,Distrito Sanitário VII,Us 394 Usf Upinha 24h Dr Moacyr Andre Gomes,EQUIPE I - ALTO JOSE DO PINHO,3.0,3.0,2.0,2.0,7.0,7.0,118.0,672.0,27.0,245.0,3.0,4.0,115.0,353.0
7563736,0001546112,2023.3,DS 7,Distrito Sanitário VII,Us 397 Usf Upinha Dia Corrego do Euclides,EQUIPE 2 CORREGO DO EUCLIDES,6.0,6.0,1.0,1.0,7.0,7.0,150.0,596.0,28.0,211.0,0.0,5.0,180.0,495.0
2752824,0000154873,2023.3,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO I,6.0,6.0,6.0,6.0,8.0,8.0,34.0,688.0,7.0,242.0,7.0,14.0,200.0,477.0
0026379,0000154369,2024.1,DS 6,Distrito Sanitário VI,Us 269 Usf Beira do Rio Comunidade Boa Viagem,BEIRA RIO EQUIPE - 2,6.0,6.0,8.0,8.0,11.0,11.0,81.0,413.0,18.0,109.0,3.0,10.0,57.0,298.0
3371336,0000155349,2023.3,DS 7,Distrito Sanitário VII,Us 324 Usf Alto Jose Bonifacio,ALTO JOSE BONIFACIO II,4.0,4.0,2.0,2.0,2.0,2.0,165.0,556.0,19.0,170.0,3.0,7.0,51.0,373.0
3153479,0000155128,2023.3,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,JORDAO BAIXO - 1,8.0,8.0,12.0,12.0,14.0,14.0,277.0,663.0,67.0,235.0,4.0,8.0,254.0,566.0
3470253,0000155462,2023.3,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 1,9.0,9.0,6.0,6.0,2.0,2.0,34.0,627.0,7.0,222.0,1.0,10.0,137.0,452.0
0029114,0000154687,2024.1,DS 5,Distrito Sanitário V,Us 284 Usf Vila Sao Miguel Marrom Glace,VILA S.MIGUEL MARROM GLACE III,3.0,3.0,4.0,4.0,4.0,4.0,21.0,529.0,9.0,195.0,1.0,1.0,86.0,323.0
3006476,0000154938,2024.1,DS 7,Distrito Sanitário VII,Us 290 Usf da Mangabeira,MANGABEIRA I,8.0,8.0,10.0,10.0,8.0,8.0,77.0,773.0,22.0,216.0,1.0,9.0,111.0,291.0
0001252,0000153168,2023.3,DS 1,Distrito Sanitário I,Us 218 Usf Coque,COQUE I,2.0,2.0,5.0,5.0,10.0,10.0,93.0,588.0,12.0,178.0,3.0,6.0,186.0,448.0
3037908,0000154970,2024.1,DS 5,Distrito Sanitário V,Us 294 Usf Vila Tamandare Beirinha,BEIRINHA,3.0,3.0,3.0,3.0,4.0,4.0,107.0,471.0,21.0,225.0,9.0,14.0,80.0,372.0
3380300,0002113597,2023.3,DS 8,Distrito Sanitário VIII,Us 317 Usf Alto da Bela Vista,SBM1 ALTO DA BELA VISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001252,0000153184,2023.3,DS 1,Distrito Sanitário I,Us 218 Usf Coque,COQUE II,8.0,8.0,11.0,11.0,5.0,5.0,105.0,516.0,19.0,176.0,7.0,15.0,166.0,443.0
5392039,0001846132,2023.3,DS 8,Distrito Sanitário VIII,Us 341 Usf Prof Fernando Figueira,SBM1 PANTANAL I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569322,0000155624,2023.3,DS 8,Distrito Sanitário VIII,Us 313 Usf Tres Carneiros de Baixo Zumbi do Pacheco,TRES CARNEIROS B/Z.PACHECO - 1,2.0,2.0,0.0,0.0,1.0,1.0,52.0,506.0,37.0,222.0,5.0,13.0,59.0,308.0
0001252,0000153176,2023.3,DS 1,Distrito Sanitário I,Us 218 Usf Coque,COQUE III,10.0,10.0,10.0,10.0,4.0,4.0,214.0,936.0,26.0,291.0,2.0,5.0,283.0,658.0
3037908,0000154989,2024.1,DS 5,Distrito Sanitário V,Us 294 Usf Vila Tamandare Beirinha,VILA TAMANDARE,2.0,2.0,3.0,3.0,2.0,2.0,29.0,532.0,9.0,273.0,2.0,2.0,84.0,354.0
3131521,0002399776,2024.1,DS 5,Distrito Sanitário V,Us 300 Usf Dr Dr Geraldo Barreto Campelo San Martin,SAN MARTIM POVO DE DEUS IV,2.0,2.0,1.0,1.0,6.0,6.0,9.0,27.0,5.0,29.0,0.0,0.0,39.0,167.0
3131572,0000155047,2024.1,DS 5,Distrito Sanitário V,Us 301 Usf Bongi Boa Ideia,BONGI/BOA IDEIA II,1.0,1.0,0.0,0.0,2.0,2.0,4.0,231.0,4.0,88.0,5.0,8.0,9.0,40.0
0026344,0000154296,2024.1,DS 5,Distrito Sanitário V,Us 266 Usf Mangueira II,MANGUEIRA B-II,1.0,1.0,4.0,4.0,7.0,7.0,93.0,838.0,23.0,297.0,3.0,6.0,150.0,468.0
0022462,0000154059,2023.3,DS 8,Distrito Sanitário VIII,Us 229 Usf Ur 10,UR X - VILA 27 DE ABRIL,11.0,11.0,10.0,10.0,6.0,6.0,203.0,747.0,73.0,261.0,0.0,11.0,158.0,576.0
0022462,0000154067,2023.3,DS 8,Distrito Sanitário VIII,Us 229 Usf Ur 10,UR-10 - 2,3.0,3.0,3.0,3.0,5.0,5.0,9.0,394.0,1.0,167.0,3.0,7.0,109.0,528.0
0022470,0000154091,2023.3,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,LAGOA ENCANTADA II,8.0,8.0,10.0,10.0,2.0,2.0,162.0,510.0,78.0,170.0,3.0,8.0,90.0,270.0
0029114,0000154695,2024.1,DS 5,Distrito Sanitário V,Us 284 Usf Vila Sao Miguel Marrom Glace,VILA S.MIGUEL MARROM GLACE II,11.0,11.0,11.0,11.0,8.0,8.0,49.0,570.0,14.0,233.0,3.0,10.0,157.0,416.0
3470253,0000155454,2023.3,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 3,7.0,7.0,8.0,8.0,4.0,4.0,51.0,732.0,15.0,240.0,3.0,9.0,157.0,464.0
0026352,0000154326,2023.3,DS 8,Distrito Sanitário VIII,Us 267 Usf Ur 2,UR 2 EQUIPE - 2,7.0,7.0,6.0,6.0,6.0,6.0,181.0,892.0,51.0,373.0,1.0,10.0,195.0,630.0
2752824,0000154857,2023.3,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO III,6.0,6.0,8.0,8.0,6.0,6.0,84.0,514.0,36.0,196.0,5.0,9.0,162.0,408.0
5653304,0000155969,2023.3,DS 8,Distrito Sanitário VIII,Us 346 Usf Alto da Jaqueira,ALTO DA JAQUEIRA II,4.0,4.0,5.0,5.0,6.0,6.0,7.0,339.0,11.0,101.0,5.0,8.0,95.0,266.0
3006476,0000154946,2024.1,DS 7,Distrito Sanitário VII,Us 290 Usf da Mangabeira,MANGABEIRA II,1.0,1.0,0.0,0.0,0.0,0.0,5.0,316.0,0.0,112.0,2.0,7.0,92.0,261.0
0029130,0001760564,2023.3,DS 1,Distrito Sanitário I,Us 285 Usf Sao Jose do Coque,SBM1 SAO JOSE DO COQUE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0000876,0000152773,2023.3,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON II,7.0,7.0,5.0,5.0,5.0,5.0,127.0,667.0,31.0,331.0,1.0,7.0,93.0,404.0
3862836,0000155713,2023.3,DS 1,Distrito Sanitário I,Us 334 Usf Cabanga,PSF CABANGA,6.0,6.0,11.0,11.0,13.0,13.0,44.0,560.0,12.0,159.0,3.0,8.0,141.0,331.0
9384324,0000153591,2023.3,DS 1,Distrito Sanitário I,Us 404 Usf Santo Amaro III,STO AMARO I-SITIO DO CEU EQ.I,11.0,11.0,14.0,14.0,15.0,15.0,205.0,824.0,58.0,334.0,2.0,13.0,220.0,517.0
5653304,0000155950,2023.3,DS 8,Distrito Sanitário VIII,Us 346 Usf Alto da Jaqueira,ALTO DA JAQUEIRA I,8.0,8.0,3.0,3.0,12.0,12.0,132.0,687.0,60.0,219.0,4.0,11.0,137.0,346.0
3371336,0000155349,2024.1,DS 7,Distrito Sanitário VII,Us 324 Usf Alto Jose Bonifacio,ALTO JOSE BONIFACIO II,7.0,7.0,2.0,2.0,4.0,4.0,70.0,557.0,5.0,170.0,4.0,5.0,53.0,301.0
0029130,0000154733,2023.3,DS 1,Distrito Sanitário I,Us 285 Usf Sao Jose do Coque,SAO JOSE DO COQUE II,11.0,11.0,3.0,3.0,18.0,18.0,48.0,602.0,7.0,239.0,2.0,4.0,78.0,333.0
0000876,0000152730,2023.3,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON I,4.0,4.0,3.0,3.0,5.0,5.0,43.0,722.0,14.0,280.0,1.0,9.0,159.0,424.0
3639827,0000155675,2024.1,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DA PRATA - 1,3.0,3.0,4.0,4.0,6.0,6.0,147.0,624.0,31.0,275.0,1.0,2.0,135.0,359.0
0022233,0000152757,2023.3,DS 2,Distrito Sanitário II,Us 226 Usf Chao de Estrelas,CHAO DE ESTRELA III,8.0,8.0,9.0,9.0,9.0,9.0,159.0,923.0,31.0,299.0,3.0,6.0,142.0,502.0
0028096,0001773321,2023.3,DS 2,Distrito Sanitário II,Us 274 Usf TIA Regina,SBM1 TIA REGINA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131521,0000155012,2024.1,DS 5,Distrito Sanitário V,Us 300 Usf Dr Dr Geraldo Barreto Campelo San Martin,SAN MARTIN/POVO DE DEUS I,8.0,8.0,7.0,7.0,7.0,7.0,90.0,405.0,41.0,138.0,2.0,5.0,127.0,287.0
3371328,0002399806,2024.1,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA IV,1.0,1.0,1.0,1.0,0.0,0.0,11.0,29.0,1.0,47.0,2.0,3.0,62.0,196.0
5656893,0000155985,2023.3,DS 8,Distrito Sanitário VIII,Us 347 Usf Parque do Milagre,PARQUE DO MILAGRE I,13.0,13.0,20.0,20.0,13.0,13.0,62.0,408.0,7.0,142.0,1.0,4.0,133.0,384.0
3639827,0000155659,2024.1,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DA PRATA - 2,4.0,4.0,6.0,6.0,6.0,6.0,107.0,498.0,25.0,195.0,1.0,3.0,103.0,326.0
5342074,0000155810,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO I,3.0,3.0,3.0,3.0,8.0,8.0,120.0,486.0,38.0,168.0,2.0,6.0,145.0,395.0
0001503,0000153265,2023.3,DS 2,Distrito Sanitário II,Us 179 Usf Alto do Ceu,ALTO DO CEU I,3.0,3.0,1.0,1.0,0.0,0.0,61.0,603.0,1.0,284.0,3.0,9.0,116.0,423.0
3569322,0000155616,2023.3,DS 8,Distrito Sanitário VIII,Us 313 Usf Tres Carneiros de Baixo Zumbi do Pacheco,TRES CARNEIROS B/Z.PACHECO - 3,3.0,3.0,0.0,0.0,0.0,0.0,24.0,337.0,9.0,133.0,2.0,7.0,13.0,263.0
5656893,0000155977,2023.3,DS 8,Distrito Sanitário VIII,Us 347 Usf Parque do Milagre,PARQUE DO MILAGRE II,3.0,3.0,13.0,13.0,9.0,9.0,2.0,159.0,0.0,31.0,4.0,9.0,38.0,114.0
0000876,0000152714,2023.3,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON IV,3.0,3.0,0.0,0.0,5.0,5.0,132.0,652.0,49.0,294.0,1.0,7.0,176.0,433.0
0000825,0000152617,2023.3,DS 2,Distrito Sanitário II,Us 155 CS Prof Monteiro de Morais,BEBERIBE I,8.0,8.0,9.0,9.0,3.0,3.0,195.0,632.0,15.0,189.0,2.0,2.0,137.0,470.0
5342074,0000155802,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO II,3.0,3.0,0.0,0.0,9.0,9.0,176.0,627.0,35.0,147.0,3.0,7.0,145.0,369.0
5392039,0000155845,2023.3,DS 8,Distrito Sanitário VIII,Us 341 Usf Prof Fernando Figueira,PANTANAL I,10.0,10.0,12.0,12.0,13.0,13.0,31.0,463.0,12.0,201.0,6.0,13.0,182.0,462.0
5342074,0001676865,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO III,3.0,3.0,3.0,3.0,6.0,6.0,126.0,428.0,61.0,257.0,7.0,10.0,114.0,456.0
0000876,0000152765,2023.3,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON III,8.0,8.0,0.0,0.0,5.0,5.0,132.0,540.0,4.0,234.0,4.0,9.0,105.0,347.0
0028649,0001801155,2023.3,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,SBM1 ALTO DO PASCOAL I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5342074,0002399717,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO V,2.0,2.0,3.0,3.0,2.0,2.0,9.0,20.0,11.0,23.0,1.0,1.0,53.0,224.0
0028649,0000154539,2023.3,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,ALTO DO PASCOAL IV,16.0,16.0,15.0,15.0,24.0,24.0,152.0,663.0,20.0,260.0,7.0,16.0,199.0,636.0
7524501,0001557769,2023.3,DS 2,Distrito Sanitário II,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,FERNANDA WANDERLEY I,8.0,8.0,1.0,1.0,12.0,12.0,41.0,586.0,2.0,235.0,5.0,16.0,176.0,479.0
0001252,0000153168,2024.1,DS 1,Distrito Sanitário I,Us 218 Usf Coque,COQUE I,8.0,8.0,6.0,6.0,13.0,13.0,69.0,589.0,11.0,178.0,4.0,10.0,135.0,350.0
0028649,0000154547,2023.3,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,ALTO DO PASCOAL II,4.0,4.0,3.0,3.0,4.0,4.0,137.0,735.0,4.0,294.0,6.0,17.0,184.0,541.0
0028096,0000154504,2023.3,DS 2,Distrito Sanitário II,Us 274 Usf TIA Regina,TIA REGINA III,16.0,16.0,18.0,18.0,23.0,23.0,158.0,672.0,34.0,240.0,5.0,11.0,202.0,580.0
0001252,0000153184,2024.1,DS 1,Distrito Sanitário I,Us 218 Usf Coque,COQUE II,5.0,5.0,7.0,7.0,6.0,6.0,122.0,519.0,20.0,177.0,7.0,12.0,190.0,484.0
5342074,0002399725,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO VI,2.0,2.0,4.0,4.0,3.0,3.0,4.0,12.0,10.0,27.0,0.0,1.0,40.0,209.0
0029122,0000154725,2023.3,DS 2,Distrito Sanitário II,Us 286 Usf Irma Terezinha,IRMA TEREZINHA II,6.0,6.0,9.0,9.0,13.0,13.0,48.0,539.0,22.0,220.0,3.0,10.0,225.0,489.0
7524501,0001795651,2023.3,DS 2,Distrito Sanitário II,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,SBM1 FERNANDA WANDERLEY I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7524501,0001798693,2023.3,DS 2,Distrito Sanitário II,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,SBM1 FERNANDA WANDERLEY II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0001252,0000153176,2024.1,DS 1,Distrito Sanitário I,Us 218 Usf Coque,COQUE III,8.0,8.0,14.0,14.0,9.0,9.0,115.0,936.0,27.0,291.0,6.0,15.0,232.0,485.0
0029122,0000154717,2023.3,DS 2,Distrito Sanitário II,Us 286 Usf Irma Terezinha,IRMA TEREZINHA EQUIPE I,10.0,10.0,11.0,11.0,5.0,5.0,115.0,881.0,17.0,294.0,1.0,5.0,282.0,574.0
3639827,0000155667,2024.1,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DA PRATA - 3,13.0,13.0,14.0,14.0,18.0,18.0,103.0,471.0,35.0,175.0,2.0,5.0,223.0,446.0
7992955,0001727796,2023.3,DS 2,Distrito Sanitário II,Us 403 Usf Upinha Dia Chie,SBM1 CHIE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0022187,0000153559,2024.1,DS 1,Distrito Sanitário I,Us 232 Usf Ilha Santa Terezinha,SANTA TEREZINHA I,9.0,9.0,12.0,12.0,12.0,12.0,88.0,621.0,24.0,249.0,4.0,8.0,159.0,433.0
0022209,0000153575,2024.1,DS 1,Distrito Sanitário I,Us 241 Usf Coelhos II,COELHOS II-CAIS JOSE MARIANO,2.0,2.0,6.0,6.0,8.0,8.0,191.0,863.0,58.0,305.0,5.0,8.0,129.0,571.0
5342074,0002399709,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO IV,3.0,3.0,3.0,3.0,2.0,2.0,8.0,26.0,19.0,74.0,0.0,0.0,43.0,235.0
3006468,0000154911,2023.3,DS 2,Distrito Sanitário II,Us 291 Usf Alto dos Coqueiros Corrego da Jaqueira,ALTO COQUEIROS,1.0,1.0,1.0,1.0,4.0,4.0,188.0,805.0,9.0,257.0,2.0,5.0,174.0,370.0
3006468,0000154903,2023.3,DS 2,Distrito Sanitário II,Us 291 Usf Alto dos Coqueiros Corrego da Jaqueira,ALTOS DOS COQUEIROS II,7.0,7.0,7.0,7.0,9.0,9.0,123.0,692.0,17.0,212.0,7.0,13.0,195.0,394.0
3569322,0000155632,2024.1,DS 8,Distrito Sanitário VIII,Us 313 Usf Tres Carneiros de Baixo Zumbi do Pacheco,TRES CARNEIROS B/Z.PACHECO - 2,2.0,2.0,0.0,0.0,0.0,0.0,22.0,313.0,1.0,114.0,3.0,10.0,22.0,146.0
3569322,0000155616,2024.1,DS 8,Distrito Sanitário VIII,Us 313 Usf Tres Carneiros de Baixo Zumbi do Pacheco,TRES CARNEIROS B/Z.PACHECO - 3,5.0,5.0,2.0,2.0,0.0,0.0,6.0,337.0,0.0,133.0,0.0,1.0,9.0,141.0
3301974,0000155225,2023.3,DS 2,Distrito Sanitário II,Us 302 Usf Byron Sarinho,BYRON SARINHO I,5.0,5.0,5.0,5.0,5.0,5.0,187.0,681.0,69.0,237.0,2.0,8.0,210.0,550.0
0028053,0001745123,2023.3,DS 3,Distrito Sanitário III,Us 258 Usf Sitio dos Pintos,SBM1 SITIO DOS PINTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3301974,0000155233,2023.3,DS 2,Distrito Sanitário II,Us 302 Usf Byron Sarinho,BYRON SARINHO II,7.0,7.0,7.0,7.0,5.0,5.0,142.0,732.0,45.0,285.0,1.0,6.0,138.0,493.0
0022225,0000153605,2024.1,DS 1,Distrito Sanitário I,Us 243 Usf Santo Amaro II,SANTO AMARO II - EQUIPE I,5.0,5.0,6.0,6.0,15.0,15.0,83.0,754.0,21.0,310.0,0.0,9.0,214.0,464.0
3301974,0001465201,2023.3,DS 2,Distrito Sanitário II,Us 302 Usf Byron Sarinho,BYRON SARINHO III,7.0,7.0,11.0,11.0,3.0,3.0,109.0,487.0,22.0,172.0,4.0,6.0,138.0,350.0
0026220,0001745069,2023.3,DS 3,Distrito Sanitário III,Us 260 Usf Corrego da Fortuna,SBM1 CORREGO DA FORTUNA SAPUCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0001511,0001887076,2023.3,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,SBM2 VILA UNIAO AIRTON SENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0029130,0000154768,2024.1,DS 1,Distrito Sanitário I,Us 285 Usf Sao Jose do Coque,SAO JOSE DO COQUE I,13.0,13.0,17.0,17.0,24.0,24.0,33.0,498.0,12.0,192.0,3.0,9.0,99.0,332.0
5356881,0000155829,2024.1,DS 2,Distrito Sanitário II,Us 339 Usf Alto do Capitao,ALTO DO CAPITAO II,9.0,9.0,11.0,11.0,14.0,14.0,118.0,397.0,63.0,161.0,4.0,7.0,116.0,294.0
3302032,0000155292,2023.3,DS 2,Distrito Sanitário II,Us 309 Usf Ponto de Parada,PONTO DA PARADA I,4.0,4.0,4.0,4.0,5.0,5.0,111.0,956.0,9.0,351.0,2.0,10.0,207.0,482.0
3131521,0000155020,2024.1,DS 5,Distrito Sanitário V,Us 300 Usf Dr Dr Geraldo Barreto Campelo San Martin,SAN MARTIN/POVO DE DEUS II,3.0,3.0,3.0,3.0,8.0,8.0,144.0,690.0,36.0,242.0,5.0,11.0,96.0,297.0
3302032,0000155306,2023.3,DS 2,Distrito Sanitário II,Us 309 Usf Ponto de Parada,PONTO DA PARADA II,5.0,5.0,1.0,1.0,6.0,6.0,41.0,1044.0,5.0,284.0,3.0,4.0,115.0,399.0
7524501,0001798693,2024.1,DS 2,Distrito Sanitário II,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,SBM1 FERNANDA WANDERLEY II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3131521,0000155004,2024.1,DS 5,Distrito Sanitário V,Us 300 Usf Dr Dr Geraldo Barreto Campelo San Martin,SAN MARTIN/POVO DE DEUS III,0.0,0.0,1.0,1.0,5.0,5.0,133.0,664.0,26.0,241.0,8.0,11.0,73.0,319.0
7946651,0001601571,2024.1,DS 2,Distrito Sanitário II,Us 401 Usf Upinha Dia Governador Eduardo Campos,EDUARDO CAMPOS I,1.0,1.0,1.0,1.0,4.0,4.0,76.0,463.0,14.0,283.0,2.0,14.0,132.0,328.0
3445275,0000155438,2023.3,DS 2,Distrito Sanitário II,Us 327 Usf Clube dos Delegados,CLUBE DOS DELEGADOS II,6.0,6.0,11.0,11.0,15.0,15.0,87.0,847.0,10.0,300.0,5.0,8.0,130.0,327.0
3153487,0001833138,2023.3,DS 4,Distrito Sanitário IV,Us 295 Usf Cosme e Damiao,SBM1 COSME DAMIAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0
0000957,0000152854,2024.1,DS 6,Distrito Sanitário VI,Us 174 Usf Sitio Grande,SITIO GRANDE 2,13.0,13.0,14.0,14.0,10.0,10.0,73.0,581.0,19.0,253.0,6.0,17.0,116.0,306.0
3131572,0000155055,2024.1,DS 5,Distrito Sanitário V,Us 301 Usf Bongi Boa Ideia,BONGI/BOA IDEIA I,2.0,2.0,2.0,2.0,3.0,3.0,4.0,522.0,0.0,132.0,1.0,8.0,61.0,166.0
3567826,0000155608,2023.3,DS 2,Distrito Sanitário II,Us 328 Usf Alto do Maracana,ALTO DO MARACANA I,7.0,7.0,0.0,0.0,6.0,6.0,371.0,835.0,76.0,269.0,3.0,15.0,351.0,797.0
0002100,0000153443,2024.1,DS 6,Distrito Sanitário VI,Us 187 Usf Ilha de Deus,ILHA DE DEUS,9.0,9.0,14.0,14.0,12.0,12.0,48.0,1023.0,4.0,370.0,3.0,10.0,204.0,439.0
